Removed Pin From Net: NetName=+3V3 Pin=P1-1
Removed Pin From Net: NetName=SWDIO Pin=P1-2
Removed Pin From Net: NetName=GND Pin=P1-3
Removed Pin From Net: NetName=SWCLK/BOOT Pin=P1-4
Removed Pin From Net: NetName=GND Pin=P1-5
Removed Pin From Net: NetName=GND Pin=P1-9
Removed Pin From Net: NetName=NRST Pin=P1-10
Removed Pin From Net: NetName=+3V3 Pin=SW1-2
Removed Pin From Net: NetName=NetR1_1 Pin=SW1-3
Removed Pin From Net: NetName=+3V3 Pin=SW2-2
Removed Pin From Net: NetName=NetR2_1 Pin=SW2-3
Removed Pin From Net: NetName=+3V3 Pin=SW3-2
Removed Pin From Net: NetName=NetR11_2 Pin=SW3-3
Removed Pin From Net: NetName=+3V3 Pin=SW4-2
Removed Pin From Net: NetName=NetR12_2 Pin=SW4-3
Removed Pin From Net: NetName=+3V3 Pin=SW5-2
Removed Pin From Net: NetName=NetR21_2 Pin=SW5-3
Removed Pin From Net: NetName=+3V3 Pin=SW6-2
Removed Pin From Net: NetName=NetR22_1 Pin=SW6-3
Removed Pin From Net: NetName=+3V3 Pin=SW7-2
Removed Pin From Net: NetName=NetR27_1 Pin=SW7-3
Removed Member From Class: ClassName=08_PWM_DRIVER Member=C48
Removed Member From Class: ClassName=03_CONNECTOR Member=D25
Removed Member From Class: ClassName=03_CONNECTOR Member=D26
Removed Member From Class: ClassName=03_CONNECTOR Member=D27
Removed Member From Class: ClassName=03_CONNECTOR Member=D28
Removed Member From Class: ClassName=05_MCU Member=P1
Removed Member From Class: ClassName=08_PWM_DRIVER Member=R70
Removed Member From Class: ClassName=05_MCU Member=R71
Removed Member From Class: ClassName=03_CONNECTOR Member=SW1
Removed Member From Class: ClassName=03_CONNECTOR Member=SW2
Removed Member From Class: ClassName=03_CONNECTOR Member=SW3
Removed Member From Class: ClassName=03_CONNECTOR Member=SW4
Removed Member From Class: ClassName=03_CONNECTOR Member=SW5
Removed Member From Class: ClassName=03_CONNECTOR Member=SW6
Removed Member From Class: ClassName=03_CONNECTOR Member=SW7
Removed Member From Class: ClassName=04_POWER Member=TP7
Change Component Footprint: Designator=J1 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J2 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J3 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J4 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J5 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J6 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Footprint: Designator=J7 Old Footprint=B3P-VH-FB-B New Footprint=CONN3X1_B3P-VH_JST
Change Component Comment : Designator=J1 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J2 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J3 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J4 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J5 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J6 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Component Comment : Designator=J7 Old Comment=B3P-VH-FB-B New Comment=B3P-VH
Change Comment: Unknown Component : MTG1
Change Comment: Unknown Component : MTG2
Change Comment: Unknown Component : MTG3
Change Comment: Unknown Component : MTG4
Change Component Designator: OldDesignator=C27 NewDesignator=C38
Change Component Designator: OldDesignator=C28 NewDesignator=C42
Change Component Designator: OldDesignator=C29 NewDesignator=C27
Change Component Designator: OldDesignator=C30 NewDesignator=C28
Change Component Designator: OldDesignator=C31 NewDesignator=C29
Change Component Designator: OldDesignator=C32 NewDesignator=C30
Change Component Designator: OldDesignator=C33 NewDesignator=C31
Change Component Designator: OldDesignator=C34 NewDesignator=C32
Change Component Designator: OldDesignator=C35 NewDesignator=C33
Change Component Designator: OldDesignator=C36 NewDesignator=C34
Change Component Designator: OldDesignator=C37 NewDesignator=C35
Change Component Designator: OldDesignator=C38 NewDesignator=C36
Change Component Designator: OldDesignator=C39 NewDesignator=C37
Change Component Designator: OldDesignator=C40 NewDesignator=C39
Change Component Designator: OldDesignator=C41 NewDesignator=C40
Change Component Designator: OldDesignator=C42 NewDesignator=C48
Change Component Designator: OldDesignator=C43 NewDesignator=C41
Change Component Designator: OldDesignator=C44 NewDesignator=C45
Change Component Designator: OldDesignator=C45 NewDesignator=C43
Change Component Designator: OldDesignator=C46 NewDesignator=C44
Change Component Designator: OldDesignator=C47 NewDesignator=C49
Change Component Designator: OldDesignator=C48 NewDesignator=C46
Change Component Designator: OldDesignator=C49 NewDesignator=C47
Change Component Designator: OldDesignator=C53 NewDesignator=C51
Change Component Designator: OldDesignator=D2 NewDesignator=D3
Change Component Designator: OldDesignator=D3 NewDesignator=D7
Change Component Designator: OldDesignator=D4 NewDesignator=D8
Change Component Designator: OldDesignator=D5 NewDesignator=D13
Change Component Designator: OldDesignator=D6 NewDesignator=D14
Change Component Designator: OldDesignator=D7 NewDesignator=D19
Change Component Designator: OldDesignator=D8 NewDesignator=D22
Change Component Designator: OldDesignator=D9 NewDesignator=D23
Change Component Designator: OldDesignator=D10 NewDesignator=D24
Change Component Designator: OldDesignator=D11 NewDesignator=D25
Change Component Designator: OldDesignator=D12 NewDesignator=D27
Change Component Designator: OldDesignator=D13 NewDesignator=D28
Change Component Designator: OldDesignator=D14 NewDesignator=D29
Change Component Designator: OldDesignator=D15 NewDesignator=D30
Change Component Designator: OldDesignator=D16 NewDesignator=D31
Change Component Designator: OldDesignator=D17 NewDesignator=D32
Change Component Designator: OldDesignator=D18 NewDesignator=D33
Change Component Designator: OldDesignator=D19 NewDesignator=D34
Change Component Designator: OldDesignator=D20 NewDesignator=D35
Change Component Designator: OldDesignator=D21 NewDesignator=D36
Change Component Designator: OldDesignator=D22 NewDesignator=D37
Change Component Designator: OldDesignator=D23 NewDesignator=D38
Change Component Designator: OldDesignator=D24 NewDesignator=D39
Change Component Designator: OldDesignator=D25 NewDesignator=D2
Change Component Designator: OldDesignator=D26 NewDesignator=D4
Change Component Designator: OldDesignator=D27 NewDesignator=D5
Change Component Designator: OldDesignator=D28 NewDesignator=D6
Change Component Designator: OldDesignator=D29 NewDesignator=D9
Change Component Designator: OldDesignator=D30 NewDesignator=D10
Change Component Designator: OldDesignator=D31 NewDesignator=D11
Change Component Designator: OldDesignator=D32 NewDesignator=D12
Change Component Designator: OldDesignator=D33 NewDesignator=D15
Change Component Designator: OldDesignator=D34 NewDesignator=D16
Change Component Designator: OldDesignator=D35 NewDesignator=D17
Change Component Designator: OldDesignator=D36 NewDesignator=D18
Change Component Designator: OldDesignator=D37 NewDesignator=D20
Change Component Designator: OldDesignator=D38 NewDesignator=D21
Change Component Designator: OldDesignator=D39 NewDesignator=D26
Change Component Designator: OldDesignator=J10 NewDesignator=J11
Change Component Designator: OldDesignator=R41 NewDesignator=R43
Change Component Designator: OldDesignator=R42 NewDesignator=R44
Change Component Designator: OldDesignator=R43 NewDesignator=R41
Change Component Designator: OldDesignator=R44 NewDesignator=R42
Change Component Designator: OldDesignator=R45 NewDesignator=R46
Change Component Designator: OldDesignator=R46 NewDesignator=R47
Change Component Designator: OldDesignator=R47 NewDesignator=R48
Change Component Designator: OldDesignator=R48 NewDesignator=R49
Change Component Designator: OldDesignator=R49 NewDesignator=R50
Change Component Designator: OldDesignator=R50 NewDesignator=R51
Change Component Designator: OldDesignator=R51 NewDesignator=R52
Change Component Designator: OldDesignator=R52 NewDesignator=R53
Change Component Designator: OldDesignator=R53 NewDesignator=R54
Change Component Designator: OldDesignator=R54 NewDesignator=R55
Change Component Designator: OldDesignator=R55 NewDesignator=R56
Change Component Designator: OldDesignator=R56 NewDesignator=R57
Change Component Designator: OldDesignator=R57 NewDesignator=R62
Change Component Designator: OldDesignator=R60 NewDesignator=R65
Change Component Designator: OldDesignator=R61 NewDesignator=R64
Change Component Designator: OldDesignator=R62 NewDesignator=R68
Change Component Designator: OldDesignator=R63 NewDesignator=R71
Change Component Designator: OldDesignator=R64 NewDesignator=R74
Change Component Designator: OldDesignator=R65 NewDesignator=R75
Change Component Designator: OldDesignator=R66 NewDesignator=R76
Change Component Designator: OldDesignator=R67 NewDesignator=R77
Change Component Designator: OldDesignator=R68 NewDesignator=R70
Change Component Designator: OldDesignator=R69 NewDesignator=R60
Change Component Designator: OldDesignator=R70 NewDesignator=R61
Change Component Designator: OldDesignator=R71 NewDesignator=R45
Change Component Designator: OldDesignator=R72 NewDesignator=R63
Change Component Designator: OldDesignator=R73 NewDesignator=R66
