Removed Pin From Net: NetName=+5V_BUCK Pin=C21-1
Removed Pin From Net: NetName=GND Pin=C21-2
Removed Pin From Net: NetName=VM Pin=C22-1
Removed Pin From Net: NetName=GND Pin=C22-2
Removed Pin From Net: NetName=GND Pin=D23-1
Removed Pin From Net: NetName=VM Pin=D23-2
Removed Pin From Net: NetName=VM Pin=L1-1
Removed Pin From Net: NetName=NetD5_1 Pin=R8-1
Removed Pin From Net: NetName=GND Pin=R8-2
Removed Pin From Net: NetName=NetD6_1 Pin=R10-1
Removed Pin From Net: NetName=GND Pin=R10-2
Removed Pin From Net: NetName=NetD11_1 Pin=R18-1
Removed Pin From Net: NetName=GND Pin=R18-2
Removed Pin From Net: NetName=NetD12_1 Pin=R20-1
Removed Pin From Net: NetName=GND Pin=R20-2
Removed Pin From Net: NetName=NetD17_1 Pin=R29-1
Removed Pin From Net: NetName=GND Pin=R29-2
Removed Pin From Net: NetName=NetD18_1 Pin=R31-1
Removed Pin From Net: NetName=GND Pin=R31-2
Removed Pin From Net: NetName=NetD21_1 Pin=R35-1
Removed Pin From Net: NetName=GND Pin=R35-2
Removed Pin From Net: NetName=USB_VBUS_DET Pin=R39-2
Removed Pin From Net: NetName=GND Pin=R60-2
Removed Pin From Net: NetName=GND Pin=R63-1
Removed Pin From Net: NetName=DRIVER_CS1 Pin=R63-2
Removed Pin From Net: NetName=GND Pin=R69-2
Removed Pin From Net: NetName=GND Pin=R73-1
Removed Pin From Net: NetName=DRIVER_CS2 Pin=R73-2
Removed Pin From Net: NetName=GND Pin=RV1-1
Removed Pin From Net: NetName=VM Pin=RV1-2
Removed Pin From Net: NetName=+5V_BUCK Pin=TP4-1
Removed Pin From Net: NetName=GND Pin=U2-1
Removed Pin From Net: NetName=+5V_BUCK Pin=U2-3
Removed Pin From Net: NetName=GND Pin=U2-5
Removed Member From Class: ClassName=04_POWER Member=D26
Removed Member From Class: ClassName=08_DRIVER Member=R60
Removed Member From Class: ClassName=08_DRIVER Member=R63
Removed Member From Class: ClassName=04_POWER Member=RV1
Change Component Footprint: Designator=C23 Old Footprint=1206_C New Footprint=CAP0603
Change Component Footprint: Designator=C22 Old Footprint=CAP_EEEFT1H331AP New Footprint=CAP0603
Change Component Footprint: Designator=C21 Old Footprint=CAPAE430X565N/K New Footprint=CAP0603
Change Component Footprint: Designator=L1 Old Footprint=IND_VLS5045EX-4R7M-H New Footprint=WE-LQS_6045
Change Component Footprint: Designator=R39 Old Footprint=R0603 New Footprint=RES0603
Change Component Footprint: Designator=R8 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=R10 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=R18 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=R29 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=R31 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=R35 Old Footprint=RESIS_0603 New Footprint=RES0805
Change Component Footprint: Designator=U2 Old Footprint=URB2405YMD-10WR3 New Footprint=SOT95P280X145-6N/
Change Component Comment : Designator=C23 Old Comment=1µF/50V New Comment=0.1uF 100V
Change Component Comment : Designator=R8 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R10 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R18 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R29 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R31 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R35 Old Comment=10k %1 New Comment=10k
Change Component Comment : Designator=R39 Old Comment=33kO New Comment=22.1k
Change Component Comment : Designator=C21 Old Comment=EDH106M016A9BAA New Comment=0.1uF 16V
Change Component Comment : Designator=C22 Old Comment=EEE-FT1H331AP New Comment=1uF
Change Component Comment : Designator=U2 Old Comment=URB2405YMD-10WR3 New Comment=LMR50410XDBVR
Change Component Comment : Designator=L1 Old Comment=VLS5045EX-4R7M-H New Comment=18uH
Change Component Designator: OldDesignator=C24 NewDesignator=C25
Change Component Designator: OldDesignator=C25 NewDesignator=C26
Change Component Designator: OldDesignator=C26 NewDesignator=C27
Change Component Designator: OldDesignator=C27 NewDesignator=C28
Change Component Designator: OldDesignator=C28 NewDesignator=C29
Change Component Designator: OldDesignator=C29 NewDesignator=C30
Change Component Designator: OldDesignator=C30 NewDesignator=C31
Change Component Designator: OldDesignator=C31 NewDesignator=C32
Change Component Designator: OldDesignator=C32 NewDesignator=C33
Change Component Designator: OldDesignator=C33 NewDesignator=C34
Change Component Designator: OldDesignator=C34 NewDesignator=C35
Change Component Designator: OldDesignator=C35 NewDesignator=C36
Change Component Designator: OldDesignator=C36 NewDesignator=C37
Change Component Designator: OldDesignator=C37 NewDesignator=C38
Change Component Designator: OldDesignator=C38 NewDesignator=C39
Change Component Designator: OldDesignator=C39 NewDesignator=C40
Change Component Designator: OldDesignator=C40 NewDesignator=C41
Change Component Designator: OldDesignator=C41 NewDesignator=C42
Change Component Designator: OldDesignator=C42 NewDesignator=C43
Change Component Designator: OldDesignator=C43 NewDesignator=C44
Change Component Designator: OldDesignator=C44 NewDesignator=C45
Change Component Designator: OldDesignator=C45 NewDesignator=C46
Change Component Designator: OldDesignator=C46 NewDesignator=C47
Change Component Designator: OldDesignator=C47 NewDesignator=C48
Change Component Designator: OldDesignator=C48 NewDesignator=C49
Change Component Designator: OldDesignator=C49 NewDesignator=C50
Change Component Designator: OldDesignator=C50 NewDesignator=C51
Change Component Designator: OldDesignator=C51 NewDesignator=C52
Change Component Designator: OldDesignator=D24 NewDesignator=D23
Change Component Designator: OldDesignator=D25 NewDesignator=D24
Change Component Designator: OldDesignator=D26 NewDesignator=D25
Change Component Designator: OldDesignator=D27 NewDesignator=D26
Change Component Designator: OldDesignator=D28 NewDesignator=D27
Change Component Designator: OldDesignator=D29 NewDesignator=D28
Change Component Designator: OldDesignator=D30 NewDesignator=D29
Change Component Designator: OldDesignator=D31 NewDesignator=D30
Change Component Designator: OldDesignator=D32 NewDesignator=D31
Change Component Designator: OldDesignator=D33 NewDesignator=D32
Change Component Designator: OldDesignator=D34 NewDesignator=D33
Change Component Designator: OldDesignator=D35 NewDesignator=D34
Change Component Designator: OldDesignator=D36 NewDesignator=D35
Change Component Designator: OldDesignator=D37 NewDesignator=D36
Change Component Designator: OldDesignator=D38 NewDesignator=D37
Change Component Designator: OldDesignator=D39 NewDesignator=D38
Change Component Designator: OldDesignator=D40 NewDesignator=D39
Change Component Designator: OldDesignator=D41 NewDesignator=D40
Change Component Designator: OldDesignator=J10 NewDesignator=J9
Change Component Designator: OldDesignator=J11 NewDesignator=J10
Change Component Designator: OldDesignator=R19 NewDesignator=R20
Change Component Designator: OldDesignator=R38 NewDesignator=R40
Change Component Designator: OldDesignator=R40 NewDesignator=R42
Change Component Designator: OldDesignator=R41 NewDesignator=R44
Change Component Designator: OldDesignator=R42 NewDesignator=R43
Change Component Designator: OldDesignator=R43 NewDesignator=R45
Change Component Designator: OldDesignator=R44 NewDesignator=R46
Change Component Designator: OldDesignator=R45 NewDesignator=R47
Change Component Designator: OldDesignator=R46 NewDesignator=R48
Change Component Designator: OldDesignator=R47 NewDesignator=R49
Change Component Designator: OldDesignator=R48 NewDesignator=R50
Change Component Designator: OldDesignator=R49 NewDesignator=R51
Change Component Designator: OldDesignator=R50 NewDesignator=R52
Change Component Designator: OldDesignator=R51 NewDesignator=R53
Change Component Designator: OldDesignator=R52 NewDesignator=R54
Change Component Designator: OldDesignator=R53 NewDesignator=R55
Change Component Designator: OldDesignator=R54 NewDesignator=R56
Change Component Designator: OldDesignator=R55 NewDesignator=R57
Change Component Designator: OldDesignator=R56 NewDesignator=R58
Change Component Designator: OldDesignator=R57 NewDesignator=R59
Change Component Designator: OldDesignator=R58 NewDesignator=R60
Change Component Designator: OldDesignator=R59 NewDesignator=R61
Change Component Designator: OldDesignator=R61 NewDesignator=R63
Change Component Designator: OldDesignator=R62 NewDesignator=R64
Change Component Designator: OldDesignator=R64 NewDesignator=R66
Change Component Designator: OldDesignator=R65 NewDesignator=R67
